SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH
106075,0,Revolving loans,M,N,N,3,109768,797369,24917.78,,Working,Secondary / secondary special,Widow,Co-op apartment,-19716,-5315,Cooking staff,2,Other,0.035915,0.668359,0.378823,0.000915,-9417,-1128
106076,0,Revolving loans,F,N,N,3,136347,677654,42353.38,609185.0,Commercial associate,Academic degree,Separated,Municipal apartment,-13617,-880,Cleaning staff,4,Business Entity Type 2,0.209272,0.397471,0.693722,0.06438,-16769,-1984
106077,0,Revolving loans,F,Y,N,0,21232,89136,2409.08,76151.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-13544,-6786,Medicine staff,3,Business Entity Type 2,0.490993,0.440945,0.462275,0.065129,-13932,-6547
106078,0,Cash loans,M,Y,Y,0,126410,213155,5760.95,183607.0,State servant,Higher education,Separated,Municipal apartment,-12501,-10585,Core staff,3,Construction,0.192993,0.798562,,0.053662,-19448,-6512
106079,0,Cash loans,M,Y,Y,0,158443,268320,16770.0,220952.0,Commercial associate,Lower secondary,Separated,Co-op apartment,-19769,365243,nan,2,Other,0.168727,0.359023,,0.067167,-24805,-1695
106080,0,Revolving loans,F,Y,Y,1,102323,492384,10258.0,,Commercial associate,Incomplete higher,Widow,Co-op apartment,-15506,-5323,Cleaning staff,3,Business Entity Type 3,0.080186,0.813221,0.317579,0.060991,-22277,-4736
106081,0,Revolving loans,M,N,Y,0,324091,342358,8151.38,313261.0,Working,Higher education,Married,Co-op apartment,-24240,-8902,Managers,2,Business Entity Type 2,0.140995,0.396278,,0.069806,-24639,-1755
106082,0,Cash loans,F,N,N,2,316725,66074,1223.59,55928.0,Working,Academic degree,Married,With parents,-20669,365243,Laborers,3,XNA,0.577082,0.710042,0.556352,0.058532,-14929,-159
106083,0,Cash loans,M,N,N,3,21876,529539,27870.47,476864.0,Pensioner,Higher education,Civil marriage,Co-op apartment,-14808,365243,Sales staff,2,School,0.249499,0.538482,0.454611,0.06695,-3319,-755
106084,1,Revolving loans,M,N,Y,0,41979,56998,2590.82,,Pensioner,Higher education,Separated,With parents,-7407,-2263,Medicine staff,1,Business Entity Type 3,0.525487,0.620137,,0.017681,-16209,-3589
106085,0,Revolving loans,M,N,N,0,312157,297502,11018.59,263796.0,Working,Incomplete higher,Civil marriage,Co-op apartment,-8241,-306,Medicine staff,1,Business Entity Type 3,0.141341,0.3262,,0.004003,-11714,-1446
106086,0,Revolving loans,F,Y,Y,1,123082,392013,7127.51,285593.0,Commercial associate,Higher education,Separated,Co-op apartment,-20763,-12022,Medicine staff,4,Self-employed,0.126046,0.398381,0.143711,0.062683,-19334,-365
106087,0,Revolving loans,M,N,N,0,124896,151705,11669.62,149163.0,Commercial associate,Lower secondary,Married,Municipal apartment,-12150,-3301,Accountants,3,XNA,0.202302,0.668558,0.26988,0.000142,-15990,-1926
106088,0,Cash loans,F,Y,Y,0,94254,332651,7231.54,302468.0,State servant,Higher education,Widow,Office apartment,-15616,-1548,Managers,2,Other,,0.782443,,0.035519,-19163,-2115
106089,0,Revolving loans,F,Y,Y,1,576980,572726,24901.13,508912.0,Commercial associate,Lower secondary,Widow,Co-op apartment,-17320,365243,Cleaning staff,2,Government,,0.614233,0.337516,0.047244,-15214,-1029
106090,0,Revolving loans,F,N,N,3,219596,466315,21196.14,336504.0,Commercial associate,Lower secondary,Married,Municipal apartment,-23406,-4678,Managers,3,Medicine,,0.427969,0.156179,0.01337,-10511,-1752
106091,0,Cash loans,M,Y,N,1,112633,1214271,28238.86,1181331.0,Working,Secondary / secondary special,Widow,Office apartment,-10456,-957,Medicine staff,4,XNA,0.351012,0.317735,0.34019,0.046428,-17543,-5625
106092,0,Revolving loans,M,N,N,1,94415,217788,6405.53,180346.0,Pensioner,Academic degree,Widow,With parents,-14914,-10640,Core staff,2,Trade: type 7,0.221437,0.197194,0.228916,0.036403,-2371,-933
106093,0,Cash loans,M,Y,N,1,175387,528657,10166.48,510171.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-12738,-10101,Drivers,4,Construction,0.19766,0.531733,,0.046338,-20900,-5909
106094,0,Cash loans,M,Y,Y,2,49032,456826,14736.32,443891.0,Commercial associate,Incomplete higher,Separated,Co-op apartment,-19001,-14691,Laborers,4,Self-employed,0.359242,0.432404,,0.06232,-9576,-5718
106095,0,Cash loans,F,Y,N,0,182006,205192,4023.37,171320.0,State servant,Lower secondary,Civil marriage,With parents,-15841,-8953,Private service staff,2,School,0.335832,0.370216,,0.004981,-14177,-4333
106096,0,Cash loans,M,Y,N,0,62143,138865,5143.15,131669.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-24877,-10318,Laborers,3,Business Entity Type 2,,0.440135,0.439239,0.06383,-24645,-1822
106097,1,Cash loans,M,Y,Y,0,66255,186567,7773.62,155021.0,Pensioner,Higher education,Single / not married,Office apartment,-23736,-8173,Laborers,3,Business Entity Type 3,0.135679,0.467369,0.067021,0.077122,-2297,-2713
106098,0,Cash loans,M,Y,N,0,33599,69746,1885.03,57834.0,Working,Lower secondary,Married,With parents,-12547,365243,Cleaning staff,2,Government,0.280361,,,0.064523,-20816,-5663
106099,0,Revolving loans,F,N,N,0,64115,348576,26813.54,291691.0,State servant,Lower secondary,Separated,Municipal apartment,-24678,-3379,Laborers,1,Business Entity Type 3,,0.599767,0.155227,0.07244,-7362,-5861
106100,0,Cash loans,F,Y,Y,0,298163,240473,4624.48,188499.0,State servant,Lower secondary,Widow,Municipal apartment,-23068,-13260,nan,4,Business Entity Type 2,,0.27352,,0.062168,-12266,-1131
106101,0,Cash loans,F,Y,Y,1,109084,47630,1013.4,40832.0,Pensioner,Higher education,Civil marriage,Co-op apartment,-19216,-12219,Cleaning staff,4,Self-employed,0.088618,0.499835,0.663507,0.047474,-17044,-6529
106102,0,Revolving loans,M,N,Y,1,80432,593290,29664.5,537828.0,State servant,Lower secondary,Widow,Rented apartment,-9034,-5022,Laborers,4,Trade: type 7,0.232544,0.498537,0.024993,0.017434,-11399,-5930
106103,0,Revolving loans,F,Y,N,0,199302,451136,7778.21,356566.0,State servant,Lower secondary,Civil marriage,Rented apartment,-20801,-12864,Laborers,3,Government,0.169915,0.174217,,0.014609,-9976,-460
106104,0,Cash loans,F,Y,Y,0,39895,327295,27274.58,285356.0,Commercial associate,Higher education,Married,Municipal apartment,-19159,-13310,Cleaning staff,1,Self-employed,0.455347,0.517679,0.224622,0.052684,-23593,-353
106105,1,Cash loans,F,N,Y,1,129611,237460,5791.71,204273.0,Commercial associate,Academic degree,Widow,Office apartment,-15231,-8037,Drivers,3,XNA,0.203873,0.546681,,0.070284,-8571,-1850
106106,0,Revolving loans,M,N,Y,0,190853,370378,6613.89,335533.0,Working,Higher education,Civil marriage,House / apartment,-16968,-1346,Medicine staff,2,Business Entity Type 2,0.472343,0.392224,0.331703,0.005781,-11178,-6193
106107,0,Revolving loans,F,N,Y,3,69861,354844,6225.33,299465.0,State servant,Lower secondary,Separated,Co-op apartment,-20135,-9194,Cleaning staff,4,Self-employed,0.534825,0.54952,,0.0199,-24337,-2844
106108,0,Revolving loans,M,N,N,0,191818,132693,5769.26,132361.0,Working,Higher education,Separated,Office apartment,-9203,-14043,Sales staff,1,XNA,,0.362771,,5e-05,-1638,-4128
106109,0,Revolving loans,M,Y,Y,0,296234,301192,6547.65,266825.0,Commercial associate,Higher education,Single / not married,Co-op apartment,-12134,-2285,Core staff,4,Government,,0.628918,0.371309,0.011504,-23891,-429
106110,0,Cash loans,F,Y,Y,1,74480,346666,13866.64,298116.0,Working,Secondary / secondary special,Widow,Co-op apartment,-9899,-7030,Cooking staff,1,Business Entity Type 3,0.517012,0.512428,0.164131,0.026143,-20437,-6129
106111,0,Cash loans,M,Y,Y,1,240717,273871,7022.33,228357.0,Working,Higher education,Single / not married,Rented apartment,-16745,-4998,Medicine staff,3,Medicine,0.09626,0.377847,,0.028001,-22204,-4401
106112,0,Cash loans,M,Y,N,1,735476,227270,7836.9,,Working,Academic degree,Married,Rented apartment,-24806,365243,Laborers,3,Trade: type 7,0.399054,0.29195,0.462167,0.025049,-6870,-179
106113,0,Revolving loans,F,Y,N,0,177451,277192,6599.81,,Working,Secondary / secondary special,Widow,With parents,-9083,-9685,Cooking staff,3,Construction,,0.054534,0.673151,0.009068,-18249,-822
106114,0,Cash loans,F,N,N,1,392028,863247,19183.27,741174.0,State servant,Academic degree,Single / not married,With parents,-15727,365243,Medicine staff,2,Trade: type 7,0.613997,0.634514,0.19045,0.040788,-12529,-408
106115,0,Revolving loans,M,Y,N,0,29689,133394,3811.26,,Pensioner,Secondary / secondary special,Married,Co-op apartment,-19496,-7090,Drivers,4,Medicine,0.131823,0.623546,,0.016129,-8420,-399
106116,0,Cash loans,M,Y,N,2,68887,2208813,52590.79,2126940.0,Working,Secondary / secondary special,Married,Co-op apartment,-24568,-1695,Medicine staff,3,Other,0.160697,,,0.051734,-1606,-4408
106117,0,Cash loans,M,Y,Y,1,261222,542321,9350.36,401040.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-18115,365243,Medicine staff,2,School,0.101903,0.618195,0.362221,0.070028,-5045,-1322
106118,1,Revolving loans,F,Y,N,1,61769,145851,4557.84,123390.0,Working,Secondary / secondary special,Single / not married,With parents,-15792,365243,nan,1,Other,0.445686,0.760915,,0.075055,-5521,-1701
106119,0,Cash loans,F,Y,Y,0,101200,1550065,29246.51,1086696.0,State servant,Academic degree,Widow,Office apartment,-8307,-9215,Cleaning staff,3,Business Entity Type 2,0.178739,0.650142,,0.0141,-21742,-1475
106120,0,Cash loans,M,Y,N,1,91359,228773,6183.05,167150.0,Working,Incomplete higher,Widow,Municipal apartment,-13216,-12775,Cooking staff,3,Trade: type 7,0.323841,0.754491,,0.053135,-4460,-2180
106121,1,Revolving loans,F,Y,Y,2,147282,248032,5637.09,205526.0,Pensioner,Lower secondary,Civil marriage,Co-op apartment,-11258,-3875,Laborers,3,XNA,0.363282,0.709224,0.116171,0.020474,-9560,-6724
106122,0,Cash loans,M,Y,Y,3,456972,302991,17823.0,252594.0,Working,Academic degree,Married,House / apartment,-23932,-13466,Medicine staff,1,Construction,0.405274,0.707342,,0.003899,-14180,-246
106123,1,Revolving loans,M,N,N,1,31294,359616,6095.19,307755.0,Working,Academic degree,Married,Municipal apartment,-23414,-9654,Sales staff,3,Government,,0.562976,0.339099,0.004984,-2216,-3934
106124,0,Revolving loans,F,N,N,0,49272,44229,2457.17,41009.0,Pensioner,Lower secondary,Married,Rented apartment,-24892,-4429,Drivers,1,Government,0.518272,0.632241,0.189664,0.054581,-13965,-6185
106125,0,Cash loans,F,N,Y,0,93273,164513,4569.81,156904.0,Commercial associate,Academic degree,Widow,Office apartment,-11262,365243,Accountants,3,Self-employed,0.463653,0.412421,,0.020809,-20484,-2663
106126,0,Cash loans,M,N,Y,0,434846,208790,16060.77,172615.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13170,365243,Laborers,3,Business Entity Type 3,0.220882,0.649502,0.23933,0.051779,-4928,-842
106127,0,Revolving loans,M,Y,N,0,387611,322944,7020.52,317531.0,Working,Incomplete higher,Single / not married,Municipal apartment,-18937,-9606,Core staff,2,Construction,,0.326932,,0.015639,-6986,-1765
106128,0,Cash loans,M,N,Y,3,109581,116237,3749.58,97174.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11193,-5329,nan,1,Business Entity Type 2,,0.27833,,0.059434,-4253,-2397
106129,0,Revolving loans,M,Y,Y,1,233300,689661,49261.5,593184.0,Commercial associate,Lower secondary,Married,With parents,-12467,-6769,Sales staff,2,Self-employed,0.18695,0.555151,,0.013223,-18344,-5865
106130,0,Revolving loans,F,Y,N,1,113291,783657,29024.33,779552.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-17656,-4746,Sales staff,4,Medicine,0.484118,0.46103,0.302116,0.024523,-7980,-6920
106131,0,Revolving loans,M,Y,Y,1,432229,2937739,133533.59,2482517.0,Working,Academic degree,Civil marriage,Co-op apartment,-15236,-11761,Cooking staff,2,Business Entity Type 2,0.396871,0.308734,0.560072,0.009527,-1191,-5836
106132,0,Cash loans,M,N,N,3,76054,44871,2492.83,,Working,Secondary / secondary special,Single / not married,Municipal apartment,-7654,-2099,Medicine staff,3,Business Entity Type 2,0.131492,0.20164,0.408438,0.036457,-20872,-3565
106133,0,Revolving loans,F,Y,N,3,141104,130418,2328.89,,Pensioner,Academic degree,Married,With parents,-19611,-2033,Accountants,1,Trade: type 7,0.312817,,0.349554,0.054651,-16499,-688
106134,0,Cash loans,F,Y,Y,2,80367,434818,8525.84,339608.0,Pensioner,Lower secondary,Separated,Municipal apartment,-8483,-6678,Sales staff,4,Government,0.450429,0.616601,0.34565,0.004285,-16270,-4795
106135,1,Cash loans,F,N,Y,0,54321,271985,22665.42,267595.0,Working,Secondary / secondary special,Separated,Co-op apartment,-10857,-12521,Core staff,2,Business Entity Type 3,,0.363827,0.447529,0.028947,-4077,-3976
106136,0,Revolving loans,M,Y,Y,1,130922,375591,7511.82,284502.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-15767,-2488,Medicine staff,3,Construction,0.404613,0.180103,0.59549,0.06043,-9060,-3540
106137,0,Cash loans,F,Y,Y,2,76437,232959,8033.07,203969.0,State servant,Lower secondary,Single / not married,With parents,-22226,-3862,Cooking staff,1,Other,0.02687,0.117794,0.473804,0.063749,-13190,-5676
106138,0,Revolving loans,F,Y,Y,1,128468,390581,10278.45,389235.0,State servant,Higher education,Married,Rented apartment,-23491,-6729,Accountants,4,Medicine,,0.52362,0.370487,0.064966,-2876,-903
106139,0,Cash loans,F,N,N,1,197262,331517,20719.81,237005.0,Commercial associate,Academic degree,Civil marriage,Rented apartment,-22655,-1757,Laborers,2,Business Entity Type 3,0.087703,,,0.075732,-3384,-6364
106140,0,Revolving loans,M,Y,N,0,229910,220196,4003.56,166563.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-19790,-7101,Cooking staff,1,Business Entity Type 3,,0.568289,,0.050871,-23736,-3290
106141,0,Revolving loans,F,N,Y,2,183486,875914,30203.93,696774.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-12427,-7750,Private service staff,3,Business Entity Type 2,0.1842,0.274358,0.302823,0.06207,-15504,-2259
106142,1,Cash loans,F,N,N,1,64035,613401,17038.92,555409.0,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-18617,-9660,Drivers,4,Trade: type 7,0.13048,0.505351,,0.065833,-888,-6605
106143,0,Cash loans,M,N,Y,1,235065,477399,26522.17,,State servant,Secondary / secondary special,Widow,Rented apartment,-8302,-4647,Core staff,3,Trade: type 7,,0.770937,0.2421,0.042771,-11595,-6006
106144,0,Revolving loans,F,Y,N,0,22454,112025,4000.89,104896.0,Pensioner,Incomplete higher,Married,With parents,-18129,-8861,Managers,1,Medicine,,0.770116,0.544299,0.069509,-15991,-6169
106145,0,Revolving loans,F,N,N,1,216157,413892,7525.31,362817.0,State servant,Higher education,Separated,Co-op apartment,-11893,-14520,Drivers,2,Trade: type 7,0.269861,0.573967,,0.079712,-22028,-2277
106146,0,Revolving loans,M,N,N,2,106313,336401,7645.48,303401.0,State servant,Incomplete higher,Separated,Rented apartment,-25410,-11151,Drivers,2,Self-employed,,0.306155,,0.027628,-23335,-984
106147,0,Revolving loans,M,Y,Y,0,310984,210448,13153.0,202465.0,Working,Higher education,Separated,With parents,-14628,-448,Cleaning staff,1,Business Entity Type 3,0.237003,0.54447,,0.041522,-22849,-4305
106148,0,Cash loans,F,Y,N,0,147484,102907,4900.33,91079.0,State servant,Lower secondary,Separated,Office apartment,-22294,-5276,Cooking staff,2,Business Entity Type 2,,0.324463,,0.019712,-9279,-135
106149,0,Cash loans,F,Y,N,1,65403,625510,24058.08,525606.0,Commercial associate,Higher education,Married,With parents,-17444,-8957,Cleaning staff,2,Business Entity Type 3,0.403339,0.540861,,0.060534,-2906,-5322
106150,0,Revolving loans,F,N,Y,0,80726,84989,2297.0,73557.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-22207,-14054,Cooking staff,2,Self-employed,,0.852487,,0.041479,-13840,-3877
106151,0,Revolving loans,M,Y,Y,2,304670,146596,2665.38,135612.0,Working,Incomplete higher,Separated,Office apartment,-13285,-13844,Sales staff,3,Construction,0.139435,,0.72755,0.016867,-23278,-5172
106152,0,Revolving loans,F,N,Y,1,149730,415626,8482.16,310376.0,Commercial associate,Lower secondary,Separated,Municipal apartment,-8161,-13292,Drivers,1,School,0.410186,0.806294,0.086336,0.046947,-20465,-3470
106153,0,Cash loans,F,N,Y,1,123574,87416,3122.0,,State servant,Incomplete higher,Separated,Office apartment,-8876,-6779,Accountants,4,Medicine,0.416028,0.778638,0.445837,0.059864,-22857,-6764
106154,0,Revolving loans,F,Y,Y,0,87768,125183,2235.41,108909.0,State servant,Secondary / secondary special,Married,Municipal apartment,-13026,-7087,Sales staff,2,Medicine,0.014374,0.761315,,0.019404,-2823,-1643
106155,0,Cash loans,F,N,Y,1,192568,970682,17029.51,814322.0,State servant,Academic degree,Married,Office apartment,-13451,-13228,Drivers,4,Other,,0.280322,0.354816,0.04653,-17992,-4647
106156,0,Cash loans,F,Y,N,1,28716,145913,8583.12,131293.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-10502,-13088,Laborers,3,Government,0.462648,0.482041,0.534107,0.037172,-11262,-2369
106157,0,Revolving loans,M,N,N,0,35459,492846,24642.3,413069.0,State servant,Higher education,Single / not married,Office apartment,-17326,-13020,Laborers,2,Business Entity Type 3,0.507279,0.720956,,0.031614,-22426,-5077
106158,1,Revolving loans,F,N,N,2,107563,1084835,22600.73,976978.0,State servant,Lower secondary,Separated,Rented apartment,-17154,-10271,nan,2,XNA,0.174363,0.267697,,0.058132,-4388,-1959
106159,0,Revolving loans,M,Y,N,1,86622,536325,13408.12,425644.0,Working,Academic degree,Civil marriage,Rented apartment,-21660,-14951,Private service staff,1,School,0.368537,0.363555,0.613241,0.074754,-24989,-2337
106160,0,Revolving loans,F,N,Y,0,55988,169225,9954.41,120627.0,Commercial associate,Academic degree,Widow,Co-op apartment,-11823,-2498,Medicine staff,3,Other,0.143806,0.331295,0.204916,0.065889,-12078,-6234
106161,0,Revolving loans,F,N,N,0,42840,592683,37042.69,588730.0,Working,Academic degree,Widow,With parents,-24546,-43,Cooking staff,3,School,,0.756946,0.087614,0.039604,-349,-377
106162,1,Cash loans,M,N,N,1,64273,333863,6299.3,283303.0,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-21204,-2939,Cleaning staff,1,XNA,0.487398,0.408765,0.133583,0.066116,-2063,-2069
106163,0,Cash loans,F,Y,N,1,78823,82054,2646.9,62181.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-24599,-11541,Core staff,3,Business Entity Type 3,0.128532,0.261044,0.628739,0.009519,-22334,-3110
106164,0,Revolving loans,F,N,N,0,291021,190633,5776.76,174886.0,Commercial associate,Academic degree,Separated,With parents,-24916,-1056,Medicine staff,2,Business Entity Type 3,,0.551117,0.559491,0.070668,-4572,-3730
106165,0,Revolving loans,F,N,N,0,59022,932812,49095.37,905421.0,Working,Incomplete higher,Single / not married,House / apartment,-22783,-3619,Private service staff,2,Government,0.159413,0.85794,0.129913,0.024997,-20081,-5171
106166,0,Revolving loans,F,N,N,1,156266,88036,3144.14,75525.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-17079,-14525,Managers,3,Government,0.334548,0.400877,0.351336,0.004807,-1311,-4610
106167,0,Revolving loans,F,N,Y,0,331786,100265,2046.22,96288.0,Commercial associate,Higher education,Married,Co-op apartment,-11327,-3977,Medicine staff,2,Business Entity Type 3,,0.533728,0.372373,0.070724,-21379,-4132
106168,0,Cash loans,M,N,N,0,72657,700271,18926.24,691583.0,Commercial associate,Academic degree,Single / not married,With parents,-8125,-7997,Private service staff,2,Self-employed,0.163076,0.452997,,0.054812,-5146,-6618
106169,0,Cash loans,F,N,N,2,101661,97280,4864.0,76911.0,State servant,Incomplete higher,Married,Municipal apartment,-20769,-3129,Cooking staff,4,Medicine,,0.121873,0.139856,0.050156,-2469,-5647
106170,0,Revolving loans,F,Y,N,1,99785,103030,3815.93,100512.0,Commercial associate,Incomplete higher,Separated,Co-op apartment,-16423,-13037,Cooking staff,1,Government,0.67327,0.709732,,0.036537,-24007,-3528
106171,0,Revolving loans,M,Y,Y,1,67587,333603,5751.78,301189.0,State servant,Incomplete higher,Married,House / apartment,-14193,-6167,nan,3,Government,0.138986,0.485155,,0.011903,-13490,-4666
106172,0,Cash loans,M,Y,N,3,73081,254860,5097.2,246215.0,Commercial associate,Academic degree,Civil marriage,House / apartment,-11688,-700,Accountants,2,Business Entity Type 3,0.102991,0.677048,,0.024309,-4268,-6896
106173,1,Revolving loans,F,N,N,0,97883,496503,27583.5,468630.0,Pensioner,Higher education,Widow,Co-op apartment,-18086,-879,Cleaning staff,3,Other,0.333278,0.286331,0.35688,0.073749,-2541,-5424
106174,0,Cash loans,M,Y,Y,1,45778,449174,9764.65,320914.0,Pensioner,Academic degree,Civil marriage,Office apartment,-24955,-5661,Accountants,4,Self-employed,0.487797,0.581885,0.477957,0.054656,-3011,-4623
106175,0,Revolving loans,F,N,N,2,40713,79137,2826.32,68094.0,Working,Academic degree,Separated,Municipal apartment,-18295,-6400,Managers,1,Medicine,0.06408,0.740533,0.340238,0.040337,-4454,-5463
106176,0,Revolving loans,M,N,N,1,84720,374311,8912.17,374042.0,Commercial associate,Academic degree,Widow,Co-op apartment,-8539,-5258,Laborers,2,Government,0.340904,0.353545,,0.059483,-5419,-679
106177,0,Revolving loans,M,Y,N,0,29303,613446,21153.31,530189.0,State servant,Lower secondary,Civil marriage,Co-op apartment,-14263,-8571,Medicine staff,3,XNA,0.310219,0.530994,0.093167,0.00193,-446,-3003
106178,0,Revolving loans,M,Y,Y,2,67378,1086638,18735.14,1035138.0,State servant,Academic degree,Single / not married,With parents,-10914,-7848,Managers,1,School,,0.42253,,0.076299,-20685,-1220
106179,0,Revolving loans,F,N,Y,2,36790,243863,10602.74,239088.0,State servant,Lower secondary,Single / not married,Office apartment,-8261,-11350,Private service staff,1,Self-employed,0.233302,0.577038,0.454165,0.036297,-14052,-459
106180,0,Revolving loans,M,N,Y,0,194863,120577,3546.38,97768.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24004,-13883,Core staff,4,Trade: type 7,,0.560778,0.525249,0.071407,-6083,-1577
106181,0,Revolving loans,F,N,N,3,286656,101520,5640.0,99642.0,Commercial associate,Secondary / secondary special,Widow,Office apartment,-16710,-1234,Core staff,2,Business Entity Type 3,,0.508408,,0.07484,-11911,-5347
106182,0,Cash loans,M,N,N,1,145094,119877,4133.69,100693.0,State servant,Academic degree,Married,With parents,-9880,-14991,nan,2,Business Entity Type 2,,0.287398,0.147116,0.036563,-14846,-3569
106183,0,Cash loans,M,Y,N,0,132148,1121606,22889.92,828614.0,Pensioner,Lower secondary,Civil marriage,Co-op apartment,-25032,-4525,Cooking staff,4,Self-employed,,0.672733,0.14779,0.065086,-31,-3741
106184,0,Cash loans,M,Y,N,1,178207,152919,3475.43,151883.0,State servant,Academic degree,Separated,Rented apartment,-24434,-7014,nan,1,Trade: type 7,0.110963,0.773495,,0.038095,-11142,-6423
106185,0,Revolving loans,M,N,Y,1,127028,280665,7796.25,204959.0,Commercial associate,Academic degree,Single / not married,Office apartment,-18096,-14046,Medicine staff,4,Business Entity Type 2,0.358563,0.734097,0.134807,0.075521,-1061,-1866
106186,0,Revolving loans,M,N,N,2,37078,311074,9426.48,300970.0,Commercial associate,Higher education,Married,Rented apartment,-23187,365243,Drivers,4,Trade: type 7,0.345826,0.810886,,0.078146,-3742,-3857
106187,0,Revolving loans,F,N,Y,1,215583,361823,7094.57,260284.0,Pensioner,Higher education,Widow,Co-op apartment,-20085,-12542,Cleaning staff,3,Government,0.317821,0.476208,0.770787,0.064932,-15393,-6619
106188,0,Cash loans,M,Y,N,2,84416,745937,13813.65,729727.0,Pensioner,Higher education,Married,Office apartment,-23445,-12424,Drivers,2,Self-employed,0.303173,0.534305,,0.004228,-20374,-1648
106189,0,Cash loans,F,Y,Y,2,90566,218277,5899.38,201409.0,Commercial associate,Lower secondary,Civil marriage,Rented apartment,-25154,-7000,Drivers,3,Medicine,,0.777996,,0.065007,-7857,-1336
106190,0,Cash loans,F,N,Y,0,74428,84335,1479.56,79915.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,-17158,-7903,Core staff,1,Other,0.330886,0.823295,0.496352,0.009911,-6423,-6209
106191,0,Cash loans,M,Y,Y,0,235038,429926,9553.91,,Commercial associate,Lower secondary,Widow,House / apartment,-10544,-6662,Private service staff,2,Self-employed,0.124622,0.673703,0.233244,0.013081,-7796,-1196
106192,0,Revolving loans,F,N,Y,2,196841,355795,6134.4,251456.0,State servant,Academic degree,Separated,House / apartment,-15347,-9181,Managers,3,Business Entity Type 2,0.057217,0.894271,0.241436,0.025403,-1144,-6865
106193,1,Cash loans,M,N,Y,1,145671,465733,23286.65,412650.0,Pensioner,Higher education,Married,Rented apartment,-9158,-7363,Core staff,4,XNA,,,0.108388,0.007818,-1274,-3766
106194,0,Cash loans,M,Y,Y,3,75484,49323,1644.1,46475.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-14132,-14619,Cleaning staff,3,Self-employed,,0.651217,0.142634,0.040564,-24540,-1492
106195,0,Cash loans,M,Y,Y,3,107690,237970,5288.22,,Pensioner,Higher education,Single / not married,With parents,-12200,-1238,Cooking staff,3,XNA,0.367914,0.33418,,0.004926,-977,-6428
106196,0,Revolving loans,F,N,N,0,50857,591705,12075.61,542018.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,-20568,-13484,Drivers,1,XNA,0.349557,0.740545,0.288379,0.002532,-1589,-775
106197,0,Cash loans,F,Y,Y,0,99849,63215,1264.3,,Commercial associate,Academic degree,Widow,House / apartment,-22205,-1921,Medicine staff,3,Business Entity Type 2,0.291745,0.604808,0.274791,0.054983,-2702,-1027
106198,0,Cash loans,M,N,Y,0,33294,188463,7852.62,158590.0,State servant,Secondary / secondary special,Single / not married,With parents,-16618,-14960,Core staff,1,Business Entity Type 2,,0.605481,0.312254,0.000485,-7335,-6618
106199,0,Cash loans,M,Y,N,1,91569,226353,4191.72,180609.0,Commercial associate,Higher education,Widow,Office apartment,-9009,-3017,Managers,2,XNA,0.342906,0.467428,,0.04532,-1344,-5551
106200,0,Revolving loans,M,Y,Y,3,71243,288806,5894.0,257418.0,State servant,Secondary / secondary special,Married,With parents,-25385,-1740,nan,3,Other,0.191771,,0.484072,0.018619,-22125,-5717
106201,0,Revolving loans,M,N,N,0,84125,200112,3573.43,155422.0,Pensioner,Lower secondary,Civil marriage,With parents,-21425,-5590,Cleaning staff,3,Trade: type 7,0.050136,0.489182,0.354103,0.020898,-19620,-1594
106202,0,Cash loans,M,Y,Y,0,17182,451878,10269.95,394655.0,State servant,Lower secondary,Married,Co-op apartment,-15581,-3000,Cleaning staff,4,Medicine,0.161457,0.495245,,0.075794,-20665,-6356
